id;nome;popularidade;seguidores;genero;spotify;imagem
5Zq7R5qmi58ByYyBQTlNuk;Lee Brice;75;1251430;['contemporary country', 'country', 'country road', 'modern country rock'];https://open.spotify.com/artist/5Zq7R5qmi58ByYyBQTlNuk;https://i.scdn.co/image/825ab69889237f8f8d6cce8eb8a1a57e381edba7
0NWbwDZY1VkRqFafuQm6wk;Mike WiLL Made-It;75;1032742;['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop'];https://open.spotify.com/artist/0NWbwDZY1VkRqFafuQm6wk;https://i.scdn.co/image/37778e4f9ef5a5fc4f745aaf4b5339df4ed0aa7c
7H55rcKCfwqkyDFH9wpKM6;Christina Perri;75;2500638;['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop'];https://open.spotify.com/artist/7H55rcKCfwqkyDFH9wpKM6;https://i.scdn.co/image/79be6e801831767ff470246dcabe1395aa355f57
46gyXjRIvN1NL1eCB8GBxo;All Time Low;75;2281420;['modern rock', 'pop punk', 'post-teen pop'];https://open.spotify.com/artist/46gyXjRIvN1NL1eCB8GBxo;https://i.scdn.co/image/12ca3775837790e8c7da4a7d5cd34f9381cd39c1
4NiJW4q9ichVqL1aUsgGAN;A Day To Remember;75;1644894;['metalcore', 'pop punk', 'screamo'];https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN;https://i.scdn.co/image/25e98c889e5cadd0b053c5e70dc8a660facd880c
64tNsm6TnZe2zpcMVMOoHL;Alice In Chains;74;2665139;['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'post-grunge', 'rock'];https://open.spotify.com/artist/64tNsm6TnZe2zpcMVMOoHL;https://i.scdn.co/image/5ccc3b59f6a4f44299a360d9fd3f45b69729654f
0CEFCo8288kQU7mJi25s6E;Hollywood Undead;74;1641534;['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock'];https://open.spotify.com/artist/0CEFCo8288kQU7mJi25s6E;https://i.scdn.co/image/5dee2e6ed65f516474eba609b0e898aceb58aedf
4ZgQDCtRqZlhLswVS6MHN4;grandson;74;499506;['modern alternative rock', 'modern rock', 'rock'];https://open.spotify.com/artist/4ZgQDCtRqZlhLswVS6MHN4;https://i.scdn.co/image/9d1a0984044598fab253d8d81348eb2625f5fc51
6mU8ucezzms5I2kNH6HNlu;Conor Maynard;74;1675165;['dance pop', 'pop', 'post-teen pop', 'viral pop'];https://open.spotify.com/artist/6mU8ucezzms5I2kNH6HNlu;https://i.scdn.co/image/e1678c7ab4c18f772ab4d32da3ab11c9d5191d8d
4YXycRbyyAE0wozTk7QMEq;Matoma;74;567186;['dance pop', 'deep tropical house', 'edm', 'electro house', 'electropop', 'norwegian pop', 'pop', 'pop edm', 'tropical house'];https://open.spotify.com/artist/4YXycRbyyAE0wozTk7QMEq;https://i.scdn.co/image/e5adc6178c38da8c201369b5143a1fc593803b3f
7nDsS0l5ZAzMedVRKPP8F1;Ella Henderson;74;950803;['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show', 'tropical house', 'uk pop'];https://open.spotify.com/artist/7nDsS0l5ZAzMedVRKPP8F1;https://i.scdn.co/image/33258f6f1d118b66d2e00f1351a451df47726a12
165ZgPlLkK7bf5bDoFc6Sb;Limp Bizkit;74;3161335;['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'wrestling'];https://open.spotify.com/artist/165ZgPlLkK7bf5bDoFc6Sb;https://i.scdn.co/image/4654955890cb62a6abe9daadfd2b3ecdee8036e4
2RQXRUsr4IW1f3mKyKsy4B;Noah Kahan;74;213758;['neo mellow', 'pop', 'pop rock'];https://open.spotify.com/artist/2RQXRUsr4IW1f3mKyKsy4B;https://i.scdn.co/image/558fc92d7d877a9b819db6f3f5d7fa961745f22c
49CE2ffZ6Z3zeYSDauSKck;Tungevaag;74;82364;['edm', 'nordic house', 'norwegian pop', 'tropical house'];https://open.spotify.com/artist/49CE2ffZ6Z3zeYSDauSKck;https://i.scdn.co/image/3e3f7aefe7af99bb61c0854de0f349395349434f
0qT79UgT5tY4yudH9VfsdT;Sum 41;74;2505090;['alternative metal', 'canadian pop punk', 'canadian punk', 'pop punk', 'post-grunge', 'punk'];https://open.spotify.com/artist/0qT79UgT5tY4yudH9VfsdT;https://i.scdn.co/image/3ad9fb703dffe649bec3ec92abccbb280276316b
7z2avKuuiMAT4XZJFv8Rvh;Tom Walker;74;665114;['indie anthem-folk', 'pop', 'uk pop'];https://open.spotify.com/artist/7z2avKuuiMAT4XZJFv8Rvh;https://i.scdn.co/image/4111a1834db44fb140ca37d1fe5119b16fc2e41c
5vBSrE1xujD2FXYRarbAXc;Years & Years;74;1336923;['dance pop', 'edm', 'gauze pop', 'pop', 'tropical house', 'uk pop'];https://open.spotify.com/artist/5vBSrE1xujD2FXYRarbAXc;https://i.scdn.co/image/9a445dec27434045ae435c15dba76457f6f4f24c
5Z1CCuBsyhEHngq3U5IraY;Westlife;74;1620460;['boy band', 'dance pop', 'europop'];https://open.spotify.com/artist/5Z1CCuBsyhEHngq3U5IraY;https://i.scdn.co/image/1f91466d206add41e671f0c2ad5c950707859241
3gMaNLQm7D9MornNILzdSl;Lionel Richie;74;1672971;['adult standards', 'disco', 'mellow gold', 'motown', 'quiet storm', 'soft rock'];https://open.spotify.com/artist/3gMaNLQm7D9MornNILzdSl;https://i.scdn.co/image/7df837642a5107f47066431904e464eb0a3575f3
0zOcE3mg9nS6l3yxt1Y0bK;The Fray;74;2894362;['modern rock', 'neo mellow', 'piano rock', 'pop', 'pop rock'];https://open.spotify.com/artist/0zOcE3mg9nS6l3yxt1Y0bK;https://i.scdn.co/image/7ef82e06e47b33e302ca2503f3decfbf9c7f2fff
6i392l38cR3uBPF0DbNs7S;Quality Control;74;577820;['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap'];https://open.spotify.com/artist/6i392l38cR3uBPF0DbNs7S;https://i.scdn.co/image/3b35185826b88db643ad2221efcfb10fc8b9645f
0ONHkAv9pCAFxb0zJwDNTy;Pusha T;74;1627986;['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop'];https://open.spotify.com/artist/0ONHkAv9pCAFxb0zJwDNTy;https://i.scdn.co/image/9af694963c6fea22c1f1ec23771b9c39fd13c281
6BrvowZBreEkXzJQMpL174;Hardwell;74;3189440;['big room', 'dance pop', 'deep big room', 'dutch house', 'edm', 'electro house', 'progressive electro house', 'progressive house', 'tropical house'];https://open.spotify.com/artist/6BrvowZBreEkXzJQMpL174;https://i.scdn.co/image/e05412842611fdfaf64b65acfd5d46a7da265b46
2q3GG88dVwuQPF4FmySr9I;The Score;74;528109;['modern alternative rock', 'modern rock'];https://open.spotify.com/artist/2q3GG88dVwuQPF4FmySr9I;https://i.scdn.co/image/234287517385e6db043f11ad6316138e473c00aa
6aZyMrc4doVtZyKNilOmwu;Colbie Caillat;74;1830687;['acoustic pop', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop'];https://open.spotify.com/artist/6aZyMrc4doVtZyKNilOmwu;https://i.scdn.co/image/b907bdadb452c37654d528e945c933c36c66555a
3YwqjMyrRfuixi2pbgTGCE;Heuss L'enfoiré;74;709397;['french hip hop', 'pop urbaine'];https://open.spotify.com/artist/3YwqjMyrRfuixi2pbgTGCE;https://i.scdn.co/image/cf40e4f8dc1b636b35e572b7fc2c0c82b642f8e8
2wX6xSig4Rig5kZU6ePlWe;KSHMR;74;1256409;['big room', 'deep big room', 'edm', 'electro house', 'indian edm', 'tropical house'];https://open.spotify.com/artist/2wX6xSig4Rig5kZU6ePlWe;https://i.scdn.co/image/827aa43e7c4ff41408c93a4598db908a34778309
3rIZMv9rysU7JkLzEaC5Jp;Snow Patrol;73;1976831;['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock'];https://open.spotify.com/artist/3rIZMv9rysU7JkLzEaC5Jp;https://i.scdn.co/image/9efec97c21ff998d874b96116bf4315975a8b42a
2l35CQqtYRh3d8ZIiBep4v;MKTO;73;771914;['dance pop', 'pop', 'pop rap', 'pop rock', 'post-teen pop'];https://open.spotify.com/artist/2l35CQqtYRh3d8ZIiBep4v;https://i.scdn.co/image/23ce63b04f7edb4d337e3213336aed9f3a1d0b4c
53A0W3U0s8diEn9RhXQhVz;Keane;73;1889065;['modern rock', 'neo mellow', 'piano rock', 'pop', 'pop rock', 'rock'];https://open.spotify.com/artist/53A0W3U0s8diEn9RhXQhVz;https://i.scdn.co/image/60edec8099691d8973249f3993b292a4a2ead0a5
5Y8eJDj37KhaEeqbVO7Ag1;PRETTYMUCH;73;859864;['boy band', 'dance pop', 'pop', 'post-teen pop', 'social media pop'];https://open.spotify.com/artist/5Y8eJDj37KhaEeqbVO7Ag1;https://i.scdn.co/image/b1ebaa5449a6455b83cccbb22d6e0d12285c1927
2RTUTCvo6onsAnheUk3aL9;3 Doors Down;73;2687807;alternative metal;https://open.spotify.com/artist/2RTUTCvo6onsAnheUk3aL9;https://i.scdn.co/image/ead4e883a59d30d8c157385aa531d3fe8e688fc0
2p4FqHnazRucYQHyDCdBrJ;Simple Plan;73;2464699;['canadian pop punk', 'canadian punk', 'canadian rock', 'pop punk', 'pop rock', 'post-grunge'];https://open.spotify.com/artist/2p4FqHnazRucYQHyDCdBrJ;https://i.scdn.co/image/a2f0b784d0dca20841d734dc6e7a4c15e52a1cc5
2sil8z5kiy4r76CRTXxBCA;The Goo Goo Dolls;73;1602549;['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge'];https://open.spotify.com/artist/2sil8z5kiy4r76CRTXxBCA;https://i.scdn.co/image/f4722064424e9bf36c762cb73035c093d7ee70a4
0JOxt5QOwq0czoJxvSc5hS;GASHI;73;135649;['pop rap', 'trap soul'];https://open.spotify.com/artist/0JOxt5QOwq0czoJxvSc5hS;https://i.scdn.co/image/aba49e4d14fdae210aa8d8f6029dc653787fc2ce
1dID9zgn0OV0Y8ud7Mh2tS;Dustin Lynch;73;1339436;['contemporary country', 'country', 'country road', 'modern country rock'];https://open.spotify.com/artist/1dID9zgn0OV0Y8ud7Mh2tS;https://i.scdn.co/image/f97f53681cf22f16a2025b8e1ddb4f791a9839e6
2CmaKO2zEGJ1NWpS1yfVGz;Falling In Reverse;73;1332813;['metalcore', 'pop punk', 'rap metal'];https://open.spotify.com/artist/2CmaKO2zEGJ1NWpS1yfVGz;https://i.scdn.co/image/e9e0e367741d6e068655e0735942334ad63a8720
3iDD7bnsjL9J4fO298r0L0;Chicago;73;1838057;['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock'];https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0;https://i.scdn.co/image/498ebe5ab9da858cef77abebfce5933ddd23d384
1iJdyDcY98X3GMnUesl7tf;Comethazine;73;988844;['meme rap', 'rap', 'trap', 'underground hip hop', 'vapor trap'];https://open.spotify.com/artist/1iJdyDcY98X3GMnUesl7tf;https://i.scdn.co/image/5b908d0646dc7288552b7056bdeff2ccfb23ed3a
6lB8vOoI4DRrrVxXwuV19c;Mike Perry;73;927036;['dance pop', 'deep tropical house', 'edm', 'electro house', 'pop', 'pop edm', 'swedish tropical house', 'tropical house'];https://open.spotify.com/artist/6lB8vOoI4DRrrVxXwuV19c;https://i.scdn.co/image/963332a9593e724e4fd58163518d589ec090bd71
4BYxqVkZyFjtik7crYLg5Q;Chris Young;73;1854279;['contemporary country', 'country', 'country road', 'modern country rock'];https://open.spotify.com/artist/4BYxqVkZyFjtik7crYLg5Q;https://i.scdn.co/image/2ad9e90e5d96aa57ee07b66e8920257f854d06c3
0huGjMyP507tBCARyzSkrv;YBN Cordae;73;1047952;['dmv rap', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop', 'vapor trap'];https://open.spotify.com/artist/0huGjMyP507tBCARyzSkrv;https://i.scdn.co/image/00e6df3101796044c8d89b7c8e57ede911828ab6
2AM4ilv6UzW0uMRuqKtDgN;ZZ Top;73;2456331;['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'rock'];https://open.spotify.com/artist/2AM4ilv6UzW0uMRuqKtDgN;https://i.scdn.co/image/684172db801f534639d3f047dc8095da623892e3
4dwdTW1Lfiq0cM8nBAqIIz;Of Monsters and Men;73;2882064;['folk-pop', 'indie pop', 'metropopolis', 'modern rock', 'pop rock', 'stomp and holler'];https://open.spotify.com/artist/4dwdTW1Lfiq0cM8nBAqIIz;https://i.scdn.co/image/3e38d07dccf32d6b32c1b7768263041ebe5e50c5
1caBfBEapzw8z2Qz9q0OaQ;Asking Alexandria;73;1367457;['metalcore', 'trancecore', 'uk metalcore'];https://open.spotify.com/artist/1caBfBEapzw8z2Qz9q0OaQ;https://i.scdn.co/image/310e923a2d780e3ac23df6fcb55ff4a984caa24c
7x8nK0m0cP2ksQf0mjWdPS;Dierks Bentley;73;2191322;['contemporary country', 'country', 'country road', 'modern country rock'];https://open.spotify.com/artist/7x8nK0m0cP2ksQf0mjWdPS;https://i.scdn.co/image/c1a29282a8bdc55ce2a3a08c1500498349443fb8
6pBNfggcZZDCmb0p92OnGn;Chase Rice;73;762913;['contemporary country', 'country', 'country road', 'modern country rock'];https://open.spotify.com/artist/6pBNfggcZZDCmb0p92OnGn;https://i.scdn.co/image/96f331905724c6cf7caf473c51b9eddac98dc7c0
77kULmXAQ6vWer7IIHdGzI;Jordan Davis;73;251979;['contemporary country'];https://open.spotify.com/artist/77kULmXAQ6vWer7IIHdGzI;https://i.scdn.co/image/f528754222ad862b08b0e088770ec8f695f0f482
5q8HGNo0BjLWaTAhRtbwxa;Brantley Gilbert;73;1933089;['contemporary country', 'country', 'country road', 'modern country rock'];https://open.spotify.com/artist/5q8HGNo0BjLWaTAhRtbwxa;https://i.scdn.co/image/c1b40745e2e28761d1f2b6129368d3b0ccbcc41f
07QEuhtrNmmZ0zEcqE9SF6;Owl City;73;1904114;['pop', 'pop rock', 'post-teen pop'];https://open.spotify.com/artist/07QEuhtrNmmZ0zEcqE9SF6;https://i.scdn.co/image/16cfd34449fabdebefffd80ab1e77678f05ffe6c
6Gk5hoM7eW8NSCYhICMDHw;Zak Abel;73;109849;['uk contemporary r&b'];https://open.spotify.com/artist/6Gk5hoM7eW8NSCYhICMDHw;https://i.scdn.co/image/317748a38da0d94e50d42022de8f1b5c73d8acaa
3r17AfJCCUqC9Lf0OAc73G;Fergie;73;3721819;['dance pop', 'hip pop', 'pop', 'post-teen pop', 'urban contemporary'];https://open.spotify.com/artist/3r17AfJCCUqC9Lf0OAc73G;https://i.scdn.co/image/8f3351450c30b08da0fcfc9a7c317570b6bb291d
6S0dmVVn4udvppDhZIWxCr;Sean Kingston;73;1745747;['dance pop', 'miami hip hop', 'pop', 'post-teen pop', 'urban contemporary'];https://open.spotify.com/artist/6S0dmVVn4udvppDhZIWxCr;https://i.scdn.co/image/ce0a4412aa74a2b7e591b23380e7b238678a1df3
5wwneIFdawNgQ7GvKK29Z3;Lucas & Steve;73;320437;['big room', 'dance pop', 'edm', 'electro house', 'house', 'pop', 'pop edm', 'tropical house'];https://open.spotify.com/artist/5wwneIFdawNgQ7GvKK29Z3;https://i.scdn.co/image/728781546e0f341d6efe3b965599e66191e39bcb
3IpvVrP3VLhruTmnququq7;Mike Williams;73;254550;['big room', 'deep big room', 'edm', 'electro house', 'future house', 'house', 'pop', 'pop edm', 'tropical house'];https://open.spotify.com/artist/3IpvVrP3VLhruTmnququq7;https://i.scdn.co/image/673913702289099037f91f934344cea311385a55
6VD4UEUPvtsemqD3mmTqCR;Deorro;73;1034235;['big room', 'dance pop', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop', 'progressive electro house', 'tropical house'];https://open.spotify.com/artist/6VD4UEUPvtsemqD3mmTqCR;https://i.scdn.co/image/1312580ea500565d0233647ac8e5ab5f6faeee08
3tQx1LPXbsYjE9VwN1Peaa;Marc E. Bassy;73;304712;['pop', 'pop rap', 'post-teen pop', 'rap'];https://open.spotify.com/artist/3tQx1LPXbsYjE9VwN1Peaa;https://i.scdn.co/image/8e7706101db46f8be0226cefa7ccfa1dd86b0206
6MF9fzBmfXghAz953czmBC;Taio Cruz;73;1735872;['dance pop', 'edm', 'pop', 'pop rap'];https://open.spotify.com/artist/6MF9fzBmfXghAz953czmBC;https://i.scdn.co/image/dedc6fcfc7ec914af993c783a60a8f34bdcfaa01
2BTZIqw0ntH9MvilQ3ewNY;Cyndi Lauper;73;1260902;['dance pop', 'dance rock', 'europop', 'mellow gold', 'new wave pop', 'permanent wave', 'pop rock', 'soft rock'];https://open.spotify.com/artist/2BTZIqw0ntH9MvilQ3ewNY;https://i.scdn.co/image/3d63775a2e6398ed8bed1dfaf130874dfedc1cc4
0uGk2czvcpWQA383Im6ajf;Maggie Lindemann;72;1076939;['dance pop', 'pop', 'post-teen pop', 'social media pop'];https://open.spotify.com/artist/0uGk2czvcpWQA383Im6ajf;https://i.scdn.co/image/42306d8a68ee6d3fd805be188c9a7698120ca166
1INuLZXjjVbcJRyWvD1iSq;Jack & Jack;72;1149050;['dance pop', 'pop', 'post-teen pop', 'social media pop', 'teen pop'];https://open.spotify.com/artist/1INuLZXjjVbcJRyWvD1iSq;https://i.scdn.co/image/6e561f4adac8b73e4aea7c67cf3f968cc1b42d40
3YcBF2ttyueytpXtEzn1Za;Incubus;72;2222453;['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'modern rock', 'nu metal', 'pop rock', 'post-grunge', 'rock'];https://open.spotify.com/artist/3YcBF2ttyueytpXtEzn1Za;https://i.scdn.co/image/14fb4708d4023b5d226c81f67e4261eeead04ab0
6H1RjVyNruCmrBEWRbD0VZ;Def Leppard;72;2631428;['album rock', 'hard rock', 'nwobhm', 'rock'];https://open.spotify.com/artist/6H1RjVyNruCmrBEWRbD0VZ;https://i.scdn.co/image/aefc2788e19ee5bf75791f78746072fe3249ad4b
25tMQOrIU4LlUo6Sv8v5SE;Gavin James;72;420713;['neo mellow', 'pop', 'pop rock', 'uk pop', 'viral pop'];https://open.spotify.com/artist/25tMQOrIU4LlUo6Sv8v5SE;https://i.scdn.co/image/920b5dd286ae63b71bb7c1ed5c59f058da7a1986
68abRTdO4meYReMWHvBYb0;Chris Lane;72;348225;['contemporary country'];https://open.spotify.com/artist/68abRTdO4meYReMWHvBYb0;https://i.scdn.co/image/8c329370b13513bb6e9733c3c9e065cdfdb2c6bd
2XnBwblw31dfGnspMIwgWz;Axwell /\ Ingrosso;72;2115330;['big room', 'dance pop', 'edm', 'electro house', 'pop', 'tropical house'];https://open.spotify.com/artist/2XnBwblw31dfGnspMIwgWz;https://i.scdn.co/image/0667dbd3c29deb0e555dcd76c7d94ae4b9a69dcf
6B5c4sch27tWHAGdarpPaW;Seether;72;1991607;['alternative metal', 'nu metal', 'post-grunge', 'south african rock'];https://open.spotify.com/artist/6B5c4sch27tWHAGdarpPaW;https://i.scdn.co/image/cddfeee58dcec485f723a53d63f518aff41c5822
4Rxn7Im3LGfyRkY2FlHhWi;Nick Jonas;72;6143687;['dance pop', 'pop', 'post-teen pop', 'viral pop'];https://open.spotify.com/artist/4Rxn7Im3LGfyRkY2FlHhWi;https://i.scdn.co/image/2ec2b90705392f28dbb01bd8900cadbb0f696d88
6T5tfhQCknKG4UnH90qGnz;DNCE;72;3147185;['dance pop', 'pop', 'pop rock', 'post-teen pop'];https://open.spotify.com/artist/6T5tfhQCknKG4UnH90qGnz;https://i.scdn.co/image/574b498747261e65fc6b17ab48981a1f664c4078
3gGUMEwIX6XodWsYEvKSal;YBN Nahmir;72;2144675;['alabama rap', 'rap', 'trap', 'vapor trap'];https://open.spotify.com/artist/3gGUMEwIX6XodWsYEvKSal;https://i.scdn.co/image/24a3ef2db365d1ef0737aabeb674e0b2761618aa
6IRouO5mvvfcyxtPDKMYFN;Foreigner;72;1585107;['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock'];https://open.spotify.com/artist/6IRouO5mvvfcyxtPDKMYFN;https://i.scdn.co/image/77908bfafb3e866c2c6e5bce58d51466af04d42b
5lKZWd6HiSCLfnDGrq9RAm;Leona Lewis;72;2275335;['british soul', 'dance pop', 'europop', 'neo mellow', 'pop', 'post-teen pop', 'talent show', 'uk pop', 'urban contemporary'];https://open.spotify.com/artist/5lKZWd6HiSCLfnDGrq9RAm;https://i.scdn.co/image/2d72162726d3e1b9cee0c37fb35701201396fc04
7dOBabd5O4CvKrg4iriHTM;Kid Rock;72;1242181;['alternative metal', 'nu metal', 'post-grunge'];https://open.spotify.com/artist/7dOBabd5O4CvKrg4iriHTM;https://i.scdn.co/image/89f8d2b745e628e73886533744c8df602328874e
2HUwZ0kumzCSlhFcjFZfpp;Flipp Dinero;72;603046;['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'vapor trap'];https://open.spotify.com/artist/2HUwZ0kumzCSlhFcjFZfpp;https://i.scdn.co/image/00c6da6b5821d9fe0e7e525fdeb75cbde822800c
1LOB7jTeEV14pHai6EXSzF;Cash Cash;72;526326;['big room', 'dance pop', 'edm', 'electro house', 'electropop', 'electropowerpop', 'pop', 'pop edm', 'tropical house'];https://open.spotify.com/artist/1LOB7jTeEV14pHai6EXSzF;https://i.scdn.co/image/d166bde5b5e3eb088b9bbb95b818ea7241d3a01b
5ChF3i92IPZHduM7jN3dpg;Nicky Romero;72;1892216;['big room', 'deep big room', 'dutch edm', 'edm', 'electro house', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house'];https://open.spotify.com/artist/5ChF3i92IPZHduM7jN3dpg;https://i.scdn.co/image/f74f42d086a625f39f5d5884857110dcccacfc59
30DhU7BDmF4PH0JVhu8ZRg;Sabrina Claudio;72;842230;['alternative r&b', 'indie r&b', 'pop'];https://open.spotify.com/artist/30DhU7BDmF4PH0JVhu8ZRg;https://i.scdn.co/image/db39e2ed0eb3e1e2239b13964d54ecd03894f804
6DIS6PRrLS3wbnZsf7vYic;WALK THE MOON;72;1570242;['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock', 'rock'];https://open.spotify.com/artist/6DIS6PRrLS3wbnZsf7vYic;https://i.scdn.co/image/0b69b8f5e80d58a9124b32af61a25b6adad57910
6Ff53KvcvAj5U7Z1vojB5o;*NSYNC;72;1260013;['boy band', 'dance pop', 'europop', 'pop'];https://open.spotify.com/artist/6Ff53KvcvAj5U7Z1vojB5o;https://i.scdn.co/image/c56cf0cc89c8ecfec7145cf065ea2006d0706605
568ZhdwyaiCyOGJRtNYhWf;Deep Purple;72;3128149;['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'psychedelic rock', 'rock'];https://open.spotify.com/artist/568ZhdwyaiCyOGJRtNYhWf;https://i.scdn.co/image/d8dc5a44c417ae8ee8f0a5f45165172a27aed1ba
4xXCRXOfQKQ2gjWxNhNzYW;Air Supply;72;1720662;['adult standards', 'mellow gold', 'soft rock'];https://open.spotify.com/artist/4xXCRXOfQKQ2gjWxNhNzYW;https://i.scdn.co/image/74ac3cb15df0aa8c2cdf1c78b06c40eafae205ba
5nCi3BB41mBaMH9gfr6Su0;fun.;72;3348062;['baroque pop', 'metropopolis', 'modern rock', 'pop', 'pop rock'];https://open.spotify.com/artist/5nCi3BB41mBaMH9gfr6Su0;https://i.scdn.co/image/37bc85c957e17d3463ae40da1c8ade6bb5ecd546
2ziB7fzrXBoh1HUPS6sVFn;Audioslave;72;2717310;['alternative metal', 'alternative rock', 'modern rock', 'nu metal', 'permanent wave', 'post-grunge', 'rock', 'supergroup'];https://open.spotify.com/artist/2ziB7fzrXBoh1HUPS6sVFn;https://i.scdn.co/image/6580ba0600d86090333e63eba6b17557cb6c49ac
1n2pb9Tsfe4SwAjmUac6YT;Jake Owen;72;1377164;['contemporary country', 'country', 'country road', 'modern country rock'];https://open.spotify.com/artist/1n2pb9Tsfe4SwAjmUac6YT;https://i.scdn.co/image/670f1d25e41ea254ec9baed5a686af14fea8548a
0RqtSIYZmd4fiBKVFqyIqD;Thirty Seconds To Mars;71;2592554;modern rock;https://open.spotify.com/artist/0RqtSIYZmd4fiBKVFqyIqD;https://i.scdn.co/image/77c0b320fcd21be3329a0b2251409a2081247b57
26bcq2nyj5GB7uRr558iQg;Survivor;71;564582;['album rock', 'hard rock', 'rock', 'soft rock'];https://open.spotify.com/artist/26bcq2nyj5GB7uRr558iQg;https://i.scdn.co/image/da30acd2c9d0f32f5f5a2d69f32c2d30335466b5
1fa0cOhromAZdq2xRA4vv8;Simply Red;71;1229218;['british soul', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock'];https://open.spotify.com/artist/1fa0cOhromAZdq2xRA4vv8;https://i.scdn.co/image/497d5ab922efde75e13ba8ed2471420a9ee3930f
74eX4C98E4FCrAMl39qRsJ;Theory of a Deadman;71;1278488;['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'wrestling'];https://open.spotify.com/artist/74eX4C98E4FCrAMl39qRsJ;https://i.scdn.co/image/cff55f4db79d376396d6c9732bac9ac6fa02e1a3
3whuHq0yGx60atvA2RCVRW;Olly Murs;71;2728557;['dance pop', 'europop', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'uk pop'];https://open.spotify.com/artist/3whuHq0yGx60atvA2RCVRW;https://i.scdn.co/image/fc0cba7db5a433b7699bfe6987aec316f068d6ca
3Y3xIwWyq5wnNHPp5gPjOW;Kenny Loggins;71;537624;['album rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock'];https://open.spotify.com/artist/3Y3xIwWyq5wnNHPp5gPjOW;https://i.scdn.co/image/9fff0f365d90fd652a3c53f9f962676a4c2edbe3
04ei5kNgmDuNAydFhhIHnD;Landon Cube;71;222984;['emo rap', 'underground hip hop', 'vapor trap'];https://open.spotify.com/artist/04ei5kNgmDuNAydFhhIHnD;https://i.scdn.co/image/c03897946ac8d2e827acde245d64c18dad37155d
1By9QBFnjZAoI83BZppHlt;Billy Currington;71;1727069;['contemporary country', 'country', 'country road', 'modern country rock'];https://open.spotify.com/artist/1By9QBFnjZAoI83BZppHlt;https://i.scdn.co/image/b54b36596d1511fd262e8e60445689624cd1adca
0yb46jwm7gqbZXVXZQ8Z1e;Bishop Briggs;71;560810;['electropop', 'modern alternative rock', 'modern rock', 'pop'];https://open.spotify.com/artist/0yb46jwm7gqbZXVXZQ8Z1e;https://i.scdn.co/image/0e29a7e368d3cd370cc5806104b8fd8bea5dcff8
0uq5PttqEjj3IH1bzwcrXF;Spice Girls;71;1752164;['dance pop', 'europop', 'girl group', 'pop', 'pop rock'];https://open.spotify.com/artist/0uq5PttqEjj3IH1bzwcrXF;https://i.scdn.co/image/19734cdc70263d6c2bb1bf31199a68b9fe5cae10
66TrUkUZ3RM29dqeDQRgyA;Ella Eyre;71;570445;['dance pop', 'pop', 'tropical house', 'uk pop'];https://open.spotify.com/artist/66TrUkUZ3RM29dqeDQRgyA;https://i.scdn.co/image/d854b62d6a9fc9a7c5fd884a2ea52887320264d4
2iE18Oxc8YSumAU232n4rW;The Jackson 5;71;948766;['adult standards', 'motown'];https://open.spotify.com/artist/2iE18Oxc8YSumAU232n4rW;https://i.scdn.co/image/19f768d93f6c80f7d4ca5b906e1c0376a3704389
0vEsuISMWAKNctLlUAhSZC;Counting Crows;71;1066028;['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock'];https://open.spotify.com/artist/0vEsuISMWAKNctLlUAhSZC;https://i.scdn.co/image/68352fae7564d4c3a88dcc47837c84c97633100e
